transaction_hash,transaction_index,block_number,gas_used,effective_gas_price,base_fee_per_gas,earn_txn_fee,init_time,mu,sigma,est_mu,est_sigma,est_shift
0x968ec83a9c1b459997b3f9232b0c29828be34c7c4d81e42e37c6128dae2ff031,56,19000069,41309,18454141465,16454141465,82618000000000,0.046689536072856086,-1.870173890564745,0.7221301518848864,-1.906212027050011,0.7500173856725187,0.05271552447450473
0x866e4e4685345d9565ded9ddac4ad823704a26c9e07e3cdfb7f60d0fb959b4a6,174,19000069,6545111,16464141465,16454141465,65451110000000,0.08258494518776205,-1.870173890564745,0.7221301518848864,-1.892179496390128,0.7397857337643067,0.08506666104723129
0x0f5962efeaff10527ef3c7e026aa3cf295a5359fa184f60363f9b0b2d50ac3e9,26,19000069,21000,24153623674,16454141465,161689126389000,0.1668095810322585,-1.870173890564745,0.7221301518848864,-1.8805179638240015,0.730796063488628,0.16911113601040162
0xa733b231a2f9c61f57b726b840b273562362eabcc3bd317a91a983fa8fdb99df,107,19000069,63209,16886833868,16454141465,27350054101227,0.2767679038156685,-1.870173890564745,0.7221301518848864,-1.8956144382519218,0.7339982058872113,0.2794161147160048
0x2537c9dcd7ecfac1fff14da92128e4939cc1aef52cd74eb1c5a9856367437354,136,19000069,118670,16554141465,16454141465,11867000000000,0.2855663392435903,-1.870173890564745,0.7221301518848864,-1.8931803076089033,0.7359713597874352,0.28900048707991033
0x82a8e7b59256d468d9e508bddcfdf3009cb220f0e08dc9cae4869d08cd559722,46,19000069,53857,18654141465,16454141465,118485400000000,0.3360328377902273,-1.870173890564745,0.7221301518848864,-1.888569661198816,0.746773627874883,0.3394226883205135
0x959ab72d7f1503f991f9894528369a8a242ba571390d635f6312d53272968558,32,19000069,21000,22629409219,16454141465,129680622834000,0.4011761875300466,-1.870173890564745,0.7221301518848864,-1.8783495958438932,0.7403889561268072,0.4038423327060407
0x2229569094da0111aaed91b423b458d1b934d8716a22dd599e7d272a4f3f5202,41,19000069,47188,19454141465,16454141465,141564000000000,0.43103173676058404,-1.870173890564745,0.7221301518848864,-1.8962972888738934,0.7354864547080168,0.4349704023448192
0xa83e76cec9f3f39882cb10bfea96e1c4baa1282e595a564a5630b34b2f788cf1,21,19000069,51438,26454141465,16454141465,514380000000000,0.5427229622256271,-1.870173890564745,0.7221301518848864,-1.8848510220913193,0.7340630306004104,0.5448750525278196
0xd7c23ed5c8944fe0cd9e973d59ed26a33d722850be5a7707eec242bb2be31fa6,20,19000069,51438,26454141465,16454141465,514380000000000,0.6132491011896759,-1.870173890564745,0.7221301518848864,-1.8823066330026752,0.7412860387669173,0.6158004017946541
0xa1d868e98a4a7ea96eac4c0835d66c6a35c5a6f48c6e7cae921ead54593311e4,111,19000069,200277,16754141465,16454141465,60083100000000,0.7321586616882976,-1.870173890564745,0.7221301518848864,-1.862756997159305,0.7247662509932312,0.7321029172581485
0x8ccc474ea64d90daa9b50bfa03ebfcb2b3b5a5dae1618d6de21bbed8159a2985,148,19000069,46298,16554141465,16454141465,4629800000000,0.7402305537453295,-1.870173890564745,0.7221301518848864,-1.884860814291253,0.7326658082175305,0.7418390551004502
0x1cd4c76cabd369628b9eb93fec79277db8c0466be9bcda81e5d43dc50e0cc2be,40,19000069,21000,19692790511,16454141465,68011629966000,0.7703524403071231,-1.870173890564745,0.7221301518848864,-1.9062353641401668,0.7385340073995065,0.7746372302475654
0xba10c71c96bdb27fa754a537adef8a1e02d9fa247a5532c99950d2029c735c56,73,19000069,21000,18454141465,16454141465,42000000000000,0.8396644681529009,-1.870173890564745,0.7221301518848864,-1.8782986273011957,0.7274957418707433,0.8414933772189204
0x7328c432c63e6bb66293cee52ccb2b7b7c1ceee7dd22f414ce36faee17465a10,121,19000069,22744,16554141465,16454141465,2274400000000,0.8589158921420923,-1.870173890564745,0.7221301518848864,-1.8768590472108697,0.734937034458467,0.8611805457331252
0x206863e5d2e75b444ab099500aaa99aa0a68cb6e255f98049a76ce4f956a2bb3,11,19000069,118063,16454141465,16454141465,0,0.9122956317108044,-1.870173890564745,0.7221301518848864,-1.876702285826278,0.728680680380911,0.91409219089031
0x4fa0c60944fd2fcbf30ca370465eff680cba743d83848c98c99365926cebd221,181,19000069,63209,16464141465,16454141465,632090000000,1.0581996998688301,-1.870173890564745,0.7221301518848864,-1.8771676486041635,0.7318719161826654,1.0598274859641168
0x021b4d562bb6033cbb9d3c5f24446a15e891d2bd909fe532d22173778b85c943,68,19000069,41309,18454141465,16454141465,82618000000000,1.1317392575890208,-1.870173890564745,0.7221301518848864,-1.8861622457329872,0.7331384199447317,1.1335438045072064
0x1214aa02ea62987f7e45ced20a00b5c6a4d4a35c7247dbad6f8d18292c5e8dcb,120,19000069,188814,16554141465,16454141465,18881400000000,1.1795641501947949,-1.870173890564745,0.7221301518848864,-1.8856418775697246,0.7383647308948467,1.182761538474304
0x133f04c82b789bd6335b3410e95dcceade7be1b5417c7724479db6540928958d,182,19000069,21000,16454141465,16454141465,0,1.192272022609758,-1.870173890564745,0.7221301518848864,-1.8774539364519631,0.7358184306880928,1.194354345671141
0x06a81127f8ff38e70525dd7cf9facd273709d0fb830659a5497344b072ec86e7,142,19000069,21000,16554141465,16454141465,2100000000000,1.1947178565327907,-1.870173890564745,0.7221301518848864,-1.8848365059653505,0.7389735294265545,1.197531453221925
0xcf07d6dcd0987275f4feaf5cc90349be277bdb34091efbd555ba56d40c346d47,147,19000069,21000,16554141465,16454141465,2100000000000,1.4689081151199108,-1.870173890564745,0.7221301518848864,-1.895513099320114,0.7412136747158488,1.4723853715493003
0x57c9b9712b7399569f206f9d71d85af7e8145ef625e692eb6cee6613cdd8d6b9,14,19000069,89362,16454141466,16454141465,89362,1.5032832149523592,-1.870173890564745,0.7221301518848864,-1.9138062383742698,0.7374345576781408,1.508848526676916
0xf2095a8b52ad2eed6737cadd9c3e8fc1641aee7028201d79f518890ffd697b8a,67,19000069,41309,18454141465,16454141465,82618000000000,1.5646574231635317,-1.870173890564745,0.7221301518848864,-1.8961112523850372,0.7389099390265444,1.568479194141798
0xffbb7469d75ebd8f169483c41e9fb82b9ea240b111d41fe190d573ad72969d14,57,19000069,41309,18454141465,16454141465,82618000000000,1.5918296661412241,-1.870173890564745,0.7221301518848864,-1.897321400965953,0.7389094063637025,1.5959620086735453
0xd531b74790884b553fe160e3fb6451ccf05eeb7f07333de36f156601793009b1,105,19000069,200363,16954141465,16454141465,100181500000000,1.72898767316584,-1.870173890564745,0.7221301518848864,-1.8941751174927834,0.73563721507823,1.732405921547809
0xf7952c34dc2f17f66a00716c72cd2e8483c475309b49decaec0e06ce612fe325,3,19000069,149872,16454141465,16454141465,0,1.7592218942061901,-1.870173890564745,0.7221301518848864,-1.8949194557074043,0.7421650659198252,1.7633686857403525
0xd7b6213b387bc96b6413808d9ee99a3a0c261146cc1db9c967d6dcdb0ad684d4,166,19000069,51039,16554141465,16454141465,5103900000000,1.7835220096192699,-1.870173890564745,0.7221301518848864,-1.8896428430256735,0.7435382682953497,1.7869044830502678
0x8903b79f2bc58eeada6ac1bc896840a4f6168b95f370fd6fe773a588debeef31,49,19000069,21000,18455141465,16454141465,42021000000000,1.8016546957607167,-1.870173890564745,0.7221301518848864,-1.8917094974962574,0.7390059701611309,1.8051349286125824
0x6686345b7b575299622f745b5582b143bcb2aed551278f7dcbfb6a88c6ec4a48,4,19000069,175692,26454141465,16454141465,1756920000000000,1.848235406063616,-1.870173890564745,0.7221301518848864,-1.889812971013063,0.7364924387626334,1.852141890223644
0x3eed9c2c12b598fb7f6e761962bbb90a68b31df438d74f9e89ff157dc709e706,50,19000069,21000,18455141465,16454141465,42021000000000,2.014153321497708,-1.870173890564745,0.7221301518848864,-1.895340637839391,0.7447094379175014,2.018369273881596
0x3055f1561e0ea7563af70b8f689d44f159b3e7c9cbbe18b9b3f04c8d8f087c39,71,19000069,41309,18454141465,16454141465,82618000000000,2.109049893873904,-1.870173890564745,0.7221301518848864,-1.8920202917512816,0.7309118510085931,2.1129948876758204
