transaction_hash,transaction_index,block_number,gas_used,effective_gas_price,base_fee_per_gas,earn_txn_fee,init_time,mu,sigma,est_mu,est_sigma,est_shift
0xbb838f1cc0834d257fcf0535ec38a3b0ec102b8502d6d425835096e289a509c1,7,19000030,21000,18001800000,17666373190,7043963010000,0.11682912821455416,-1.870173890564745,0.7221301518848864,-1.8864278787743138,0.7351196510096436,0.11995102535377328
0x07824ef64b1547a6414f655cfa790bca4fe9d31b9de86283377f2fbfdb8a8d2f,23,19000030,21000,18666373190,17666373190,21000000000000,0.36662508938749916,-1.870173890564745,0.7221301518848864,-1.8859871286092744,0.7397268503306506,0.3691047426327245
0x867abeb179ddc8a417d644f65477365bcfe41299ef44677bbd62b0f5bf859e95,68,19000030,55846,17766373190,17666373190,5584600000000,0.5128518589915032,-1.870173890564745,0.7221301518848864,-1.8835159560564527,0.7422124992754628,0.5153656968615538
0x4d8538e4eea63ce07429d2df4d010c36660baddfd6268d81a1f78e5976b314d4,8,19000030,249094,18000725597,17666373190,83285178469258,0.6166912199128753,-1.870173890564745,0.7221301518848864,-1.8835666116613616,0.7380745903659671,0.6192982320273308
0x81d0ee1dac76fcf33062bdfa41aa6a50303d347da257e074be5708edb6cb56c3,35,19000030,46626,17966373190,17666373190,13987800000000,0.6394386794119189,-1.870173890564745,0.7221301518848864,-1.881843937698535,0.7344292696456026,0.6418444567915076
0x9c56ef58be5bf43893ff874fda83dcef40a5cdd927a244993ca76a34277d5f8d,36,19000030,472784,17966373190,17666373190,141835200000000,0.6596902801182458,-1.870173890564745,0.7221301518848864,-1.8854735410278527,0.7368080981207191,0.6628515116524404
0x9294e30c5e014049119d1dbce926d884c429763896056e26d815570f132b031a,49,19000030,154322,17766373190,17666373190,15432200000000,1.3775947238739294,-1.870173890564745,0.7221301518848864,-1.875992450922526,0.7342493797268742,1.3791301564992846
0x0000000856a846fb387c3ace4d5629aecc80394e0135de42a5d4205c7bcc5362,54,19000030,22824,17766373190,17666373190,2282400000000,1.4657026817140553,-1.870173890564745,0.7221301518848864,-1.890037297361209,0.7389535081528886,1.4687774428472196
0x14307e1efc107634f351b626ad9f4d5aa3a3e2131600b226b2d11aea17186a14,46,19000030,299453,17766373190,17666373190,29945300000000,1.5479578739243456,-1.870173890564745,0.7221301518848864,-1.878322141922851,0.7321666225163407,1.548676204772526
0x25fc64068507a6384e6060c903096ea7009b94141bbd3de43ab045dc10fe7f8f,52,19000030,40387,17766373190,17666373190,4038700000000,1.7371222335315037,-1.870173890564745,0.7221301518848864,-1.915194916371417,0.7542896509322888,1.7435655886041825
