transaction_hash,transaction_index,block_number,gas_used,effective_gas_price,base_fee_per_gas,earn_txn_fee,init_time,mu,sigma,est_mu,est_sigma,est_shift
0x3e1811818cdf6eae91b83a163d572735e445dbe3d3177b65966c452c526c9e49,23,19000085,348651,26643946272,18643946272,2789208000000000,0.032992449268794743,-1.870173890564745,0.7221301518848864,-1.9066577712365527,0.7484377042251587,0.03772244698696495
0xafc2c882897e1d79a2d2e1f7da853acf5c6cb8f2ade1433e56aca8b84d65a61e,110,19000085,21000,29143518025,18643946272,220491006813000,0.13342825802951364,-1.870173890564745,0.7221301518848864,-1.891080068090064,0.7390529466117484,0.13721880471724981
0xde3b6763638401617f457421a9d3eb8fa1f9e9a0b05c83b893a08f602bf12a78,57,19000085,47188,21643946272,18643946272,141564000000000,0.13562303049773128,-1.870173890564745,0.7221301518848864,-1.8893561552796434,0.7412506370611893,0.13967261772490622
0xb40e7e47125d755828ac7901e13172b9ba75d3c90b8b7ebeadd51e5c77c196e2,49,19000085,47188,23643946272,18643946272,235940000000000,0.1848938060693026,-1.870173890564745,0.7221301518848864,-1.8978263508568338,0.7427353122273397,0.18936235758628994
0xe95ad9d4e3698e5bb329cabdab51cb040de515ea785c30cd79773632c637890a,53,19000085,47129,21799670273,18643946272,148726116443129,0.18992964922232636,-1.870173890564745,0.7221301518848864,-1.8942982243760336,0.7421389243249055,0.19332656885368163
0x9ab367b987123dfe32a1b63af54b9dec9459b07f41bff11d1c4d7da3d431fb4f,172,19000085,51607,18653946272,18643946272,516070000000,0.20603400517124948,-1.870173890564745,0.7221301518848864,-1.881912849539713,0.7381357143749248,0.20858432164320764
0x39ceeb04bf52e37677e07405899219e834df44f3c2b11f7528eaf3e68c151fd1,92,19000085,141780,18743946272,18643946272,14178000000000,0.21068074481954335,-1.870173890564745,0.7221301518848864,-1.8796436039487907,0.7220866677243738,0.21128835892612347
0x5c9026a050f3328c36527cc06a4d879ed613f3c1a8ab8536db354eea524ddaf4,9,19000085,348651,26643946272,18643946272,2789208000000000,0.3084393183822334,-1.870173890564745,0.7221301518848864,-1.9022027698641732,0.7378321302301963,0.31232123560379654
0x90337f34f5285a33b758d0becb843242c511950fdb7db6d60736f6eafcacc147,162,19000085,21000,18693946272,18643946272,1050000000000,0.3349021570146107,-1.870173890564745,0.7221301518848864,-1.8949771815119165,0.7372538383583814,0.33863107512735147
0xbaf0c5d5589c5353a287c8dff3323cd9988399c222d863f0f42eb45cef627ae9,120,19000085,21000,20643946272,18643946272,42000000000000,0.394197928783774,-1.870173890564745,0.7221301518848864,-1.911873461108704,0.7514549626530849,0.39953892082743436
0x9d9adc2aeef4f0c144ac3cbe4cc95cab30e836f1a80cfc95153e25d838b02bbe,99,19000085,334512,18743946272,18643946272,33451200000000,0.4620131696443841,-1.870173890564745,0.7221301518848864,-1.889828762917281,0.7347709958854699,0.4648129610623446
0x4347fb1bd08c68bb6e297dbaa0aa582c96c508a8a054e7ee2cdf98e705180034,34,19000085,203914,26643946272,18643946272,1631312000000000,0.5092248495112832,-1.870173890564745,0.7221301518848864,-1.9013340164467871,0.7472783801986224,0.5147629359385615
