transaction_hash,transaction_index,block_number,gas_used,effective_gas_price,base_fee_per_gas,earn_txn_fee
0xce3bed752b654af6f567cd72437c22e68e66193b4d8840d8be31ab6dffbf1c86,0,19000021,51426,29081945466,19081945466,514260000000000
0x997bb197252c3039a39219a84bc9f746148addf04c903a79d60b0fc96a5d1f27,1,19000021,35304,29081945466,19081945466,353040000000000
0xcd2ec124b959602cc83fac6af695cf4faade0a6d2ae51a9c10645bdf3800b0a3,2,19000021,51438,29081945466,19081945466,514380000000000
0xd67ba7b22ae4858dc485db8e4db0544df5a4baabb373618dd12926191ac46b2d,3,19000021,51438,29081945466,19081945466,514380000000000
0xadc4ae12fdf83483e62e9f6ab594d426e6bce6f8ae7ad8cdf68933a92d22516c,4,19000021,51438,29081945466,19081945466,514380000000000
0x16ad4650deaf88d0bb3c3aa221e0904f8a3c6f38a02ee9112aefffd254747a1d,5,19000021,51438,29081945466,19081945466,514380000000000
0x1f0a4a36a154b1aafd324dcbc337c6cd9c12bd89a67922c4d582297e1b19b7c4,6,19000021,51438,29081945466,19081945466,514380000000000
0x181beb054b74fa37b9565080da9ca8143ddd3c6f5345244458c096e6f6b781f5,7,19000021,51617,29081945466,19081945466,516170000000000
0x9d2191437b487ebce8b4fac4ea3946a39c38d2d24677293741e91d3416f0eb72,8,19000021,51438,29081945466,19081945466,514380000000000
0x3cadc0d48299a05301c6bb5ee8abca0b6641d3237481ba176a4e7b9a52868ead,9,19000021,51438,29081945466,19081945466,514380000000000
0x145baadea878612a1c4215b03d17193f27ed0c46ad06a29ca9053c5329d956b6,10,19000021,51438,29081945466,19081945466,514380000000000
0xa001c30e57937395dda2a7cd4465876fae8eedfdb7c5d56898db5b87e8d22017,11,19000021,52404,29081945466,19081945466,524040000000000
0xbfb690e8889345549e9c3da7c99cc820af4d3c4fff8e40a4f99efc76a7eb4b29,12,19000021,51438,29081945466,19081945466,514380000000000
0x9b83bdad7f99f27b9cb98296886433d3dee2c20a9b863ed51bca4787abe5e285,13,19000021,21000,29081945466,19081945466,210000000000000
0x7b0df3990c1912a380eee58cfef3be5fd88216fd2095844f4a781daa71b57294,14,19000021,51438,29081945466,19081945466,514380000000000
0x4c06bbda4712af94ec2e8a06d4ecef699371628e96a7e311a4fd310401d5ae31,15,19000021,51426,29081945466,19081945466,514260000000000
0x3e67e127ba5530b54fef7770ce0ad90d9ff994ea501105891ca3b6c5bdb87196,16,19000021,51438,29081945466,19081945466,514380000000000
0xdddcb09cdb84fc6832024d301ca01a845a38c1e7f379b64cb0d77152eb4e56f1,17,19000021,51559,29081945466,19081945466,515590000000000
0xe9cbbc65c92d36803ea0194811e8564d8c4dfad06e348f5e69205cdc16fab02f,18,19000021,101816,19081945466,19081945466,0
0xe4ecc4fe5fa6962933a0f90ad5d26125fae137035eddc2bf1c0da1e90b9b4b05,19,19000021,122792,19081945466,19081945466,0
0xb65d41d71c6bb3138c2b989c5d9cf73132da039448edb07005e962cabf49c7b7,20,19000021,281680,19081945466,19081945466,0
0x1b8bde86137bebb1c58567e48e6ab73a4b901a6c249fe309b34fb0d45581cdc6,21,19000021,121995,19081945466,19081945466,0
0xdd144171cd77e5db98fb667c94820ca2dbcab92daeb7d3c3c39b94edfcfca28a,22,19000021,167244,29081945466,19081945466,1672440000000000
0xf645016dccacb530829a72e2973ce286adcd0ef969a6cfd229dff9133d851785,23,19000021,120054,19081945466,19081945466,0
0x02d2c8ef6aff762ef4d8626d3be407da051375037dc87155ba7e5c6eb4acc6f3,24,19000021,139632,23081945466,19081945466,558528000000000
0x46b7d73b157701e17820546418fda3deedc6dbdaade15a076fc17bd71f5f8ec1,25,19000021,152111,22158492576,19081945466,467976657449210
0x822070b0d69fe0b36e63c387c89d20366d79ba027b4d069dee9916303f5b4796,26,19000021,110862,19081945466,19081945466,0
0x50118e4e5306e6046f15d14eb9c3379442ffb6cf139d0bed7d77b3d764271d55,27,19000021,39836,30000000000,19081945466,434931620416424
0xaff234d3395156825f57dee997921cc45fb15a4ad006e497fec7be0a4f38a333,28,19000021,21000,29419666590,19081945466,217092143604000
0x13a59a6a95f3459727514954ae6156bfb146051a448e048f4d249b1d93a1e224,29,19000021,136652,26000000000,19081945466,945365988180168
0x000000006c70f5750826226f092b0b7b3a6af805b0c38fe76f2928b44984a538,30,19000021,22824,24081945466,19081945466,114120000000000
0x00000000fdab99afdaa91f6cd343796d6d48a0b3f1dde042289c6fa1c5286f9f,31,19000021,22824,24081945466,19081945466,114120000000000
0x61448d7af7e9716d73d918eeec84e4ddfc277cfb6640fafed61946c7f0e9680c,32,19000021,46577,24081945466,19081945466,232885000000000
0x11b871249b58409b3aebc1f054fba81357f6ca052bd3604b29edca054d92e1f6,33,19000021,48561,23565219520,19081945466,217712271336294
0xf43ecf89e567649276a928b363d4bdb92454a974efb62ae7a97d58bb30c139f0,34,19000021,69066,23323924126,19081945466,292976498131560
0x569a535abf4aee5c439aeee90e0eace1831a7810b9fce4471ced59cd2356226b,35,19000021,58409,23323924126,19081945466,247769731551940
0x0cdc2927987fe6cc6eeae875c81151a67e47d8e0d0d8378ec84db54007681e2e,36,19000021,21000,23000000000,19081945466,82279145214000
0x108c9995b21a05a784aea6017a93f3e4b5fad56613f3c20d31118fff5771b07d,37,19000021,62332,22000000000,19081945466,181888175213288
0xbb7037d2c95de772889bb4c57d0f10bc1befad9483cc4eaf20bc6b99871338df,38,19000021,21000,21382097116,19081945466,48303184650000
0x85a6dac4ca289712bf8bde5527dec48be2ab74c7dbd6b3b8cb7ad47b57d785b7,39,19000021,62272,21382097116,19081945466,143235043548800
0x02852c638487ca32cbad4e3532949ea5031f75cd15d24879ea0a3126e1d2ec2e,40,19000021,46574,21371115013,19081945466,106615782481978
0x4e3cc8e807a486c2baa3accec7138d17540f67e2a1ad4b6a71f534412af1d440,41,19000021,398550,21371115013,19081945466,912348522956850
0xb4da0473e2d9057782c87c98d9bb7fd95bb9da84fd1c418b2ab9d77929e24a9d,42,19000021,21000,21082945466,19081945466,42021000000000
0x8c79fe1fb0727f5d3b928084e13b7e5e63d07410381eb8bad8d3ff3e78419604,43,19000021,21000,21082945466,19081945466,42021000000000
0x8f59cce1b0198520d87ce108dd9f8e7c2186281cda98fc91f8350ac447e43231,44,19000021,41297,21082945466,19081945466,82635297000000
0xb92574e136d822a5c909e3ff82b74ff67c9ddcc3c1c200e8ea4bfa07b331d2a6,45,19000021,46109,21081945466,19081945466,92218000000000
0xd976ab2f33702435230ac0e10d9814111b50a18f0a0fca561606e9817193f7da,46,19000021,39405,21081945466,19081945466,78810000000000
0x6f63ea19df2ae473b9f30e81275125b6d546ba9aa1054b2cad245d2afd28f252,47,19000021,46097,21081945466,19081945466,92194000000000
0x7cc555a65899f1f2df5d9497cd9764ce792ba3cbf3937c6d1c3afb2ac37599b6,48,19000021,63209,21081945466,19081945466,126418000000000
0xbc9f0176349e2b8d08a0ac83ea531302588ccfec22f6087d7b1bde4405786d3b,49,19000021,51895,21081945466,19081945466,103790000000000
0xaa366d379f69a60d8802781b36483b566d6c524dc69e67abf5a93126a3430d7b,50,19000021,21000,21081945466,19081945466,42000000000000
0x864cd68b91f01a31989f93b4fa4458f6737b3b6ebba2bbece4b8b1266d05543f,51,19000021,63185,21081945466,19081945466,126370000000000
0x87a55ae082cef4eced9f0f438b2fa012d73273eed01e9f54d2c0ebca2b094378,52,19000021,21000,21081945466,19081945466,42000000000000
0x87884a8f48918af154eda3664f6c31831d5c54ef579e17ef5a79342e0dae92a9,53,19000021,148445,21081945466,19081945466,296890000000000
0xe3b355c8f77961e0a5a7e84c60bc163e34cc831fc4eb6b1b14dd75aea7075a75,54,19000021,21000,21081945466,19081945466,42000000000000
0x4d4e0220f55db2fa4d849811f8c315458e4beeea2fa4c093c8085f719f2263d8,55,19000021,51450,21081945466,19081945466,102900000000000
0x860aeca0d3f2de783e3cca8782a59ae933e65a753e9512f8333538d2b5ade1af,56,19000021,21000,21081945466,19081945466,42000000000000
0x9cbc2ec6967fae73f58aa53eb876047d0374b2b57b6aede4827da08d27a0fc85,57,19000021,54368,21081945466,19081945466,108736000000000
0xdc66bbcd87228a2128362e9ff760429307813b0cc8e5bc67d3f697001318882b,58,19000021,21000,21081945466,19081945466,42000000000000
0x8f3cd4cf9cf5b95f977f27bd89e36ccdadfc817e114e8441ffa8a934b18f3a37,59,19000021,46085,21081945466,19081945466,92170000000000
0x4a2c76a0a26ee985099dc65f0bd267bf94bdbbcee1abacf197fe13a943312ad5,60,19000021,51438,21081945466,19081945466,102876000000000
0xa57b8ade8ab1f261e43da3d37fd016660d57a3ca3885925561e8ed0394a92b46,61,19000021,109133,21081945466,19081945466,218266000000000
0x12c6458d75010bef17f94d4ad059b372ac02d6644554b94d3c0d13336c4c9180,62,19000021,159966,21081945466,19081945466,319932000000000
0xfd41fc7ae01bf03d40116b0d6d67f974e1ffe897765ab77311366e4b1c369c89,63,19000021,21000,20719135052,19081945466,34380981306000
0x24936235cd71f821fafb774990836c88f1f47a142f01faea0053c4f1db04e24d,64,19000021,21000,20681945466,19081945466,33600000000000
0xc1a3333512a85aa26e7a862932075d5df3ef1a94d51f63d261632f46ba8688ec,65,19000021,46364,20581945466,19081945466,69546000000000
0x7940dbfa836b3140f8503de747908fe6d38f142fe1bb23b7fbd10938730c50d2,66,19000021,30879,20581945466,19081945466,46318500000000
0x9f6419e6f41e6d7d87e1c2bb5a6251e68c47068fbf08d5703d60adc7c98a227a,67,19000021,338233,20581945466,19081945466,507349500000000
0x8619e9a395595a0147cc4ddd2462f9c6bc75ab44f1329f1220efbbed2c36fff5,68,19000021,29721,20581945466,19081945466,44581500000000
0x0f2e489d5bb1565d647446b7770b5741758d83766e551ba4215f4ad5ba550587,69,19000021,46121,20581945466,19081945466,69181500000000
0x8090a0e7fdc10fef975fe6106e71e6ed87d87a5910f75eecf7a179064f0f5a02,70,19000021,127856,20379120466,19081945466,165851606800000
0xf8c6e382f5459cc9fcc5361c13948be5133b027275191879818d56ca58ef6995,71,19000021,22200,20297170466,19081945466,26977995000000
0xc5bd874cccbb29bfd12f62e6088c406909da7b777b00d5f8d5789eba9abdad03,72,19000021,22200,20297170466,19081945466,26977995000000
0x008689f1f2a0caeb97ee06ba2a80afd94f7c897466df6a5131408d96553c0f39,73,19000021,22200,20297170466,19081945466,26977995000000
0x3923fb4325ece61a35cbfa907e8f2157e322d80357de5ced0f4c6366a6452a02,74,19000021,22200,20297170466,19081945466,26977995000000
0x2525b8376d85a13694251603a1ff418e5df01179a8bbca608d1e8e977c05af1b,75,19000021,22200,20297170466,19081945466,26977995000000
0x56fea0ed1760acd7345b04088ce30174b00123573d7d9236d50c845eca37b24c,76,19000021,22200,20297170466,19081945466,26977995000000
0x8057a51297d6254cf4a4ddb3b50dcb598d3989b5632b5381f4520467c05e5978,77,19000021,22200,20297170466,19081945466,26977995000000
0xf103c6a5e857829e8520e93a0461fc2eeaf6298039cdaf3a29ab4b29e4eb2aea,78,19000021,22200,20297170466,19081945466,26977995000000
0xcfe836fc464b8e9aac0bf29184c8a71fa41048731f4e560e6ef382237e56576c,79,19000021,22200,20297170466,19081945466,26977995000000
0x20fc431282c5ea5178d131f97e9049a2a738951ba1b179387b911dde0f90651c,80,19000021,22200,20297170466,19081945466,26977995000000
0xc00dad39e1a396306ade5db8f8a112d9a136e67cae980d78acb01508a4ef8f13,81,19000021,22200,20297170466,19081945466,26977995000000
0x082f92983aa07b2df3cf6c52a16ad9a65df88a94bd665e1621b4b92420289ae1,82,19000021,22200,20297170466,19081945466,26977995000000
0xde9df7bb1077647121f6b87eeba2ea2d6dc802962fa4008bf65a98c13888acfb,83,19000021,22200,20297170466,19081945466,26977995000000
0x22d256b8bee53311c551eacc8cd142f5d78e762a315cf24c7cb5c09497647d76,84,19000021,22200,20297170466,19081945466,26977995000000
0x95e6a128c01ce9d60983cc90e0ee5180866739a5e2317afb3339772bdd38c72d,85,19000021,22200,20297170466,19081945466,26977995000000
0xba6246ab99fa09438d795bb40e9ce84ceb1b080f8ea91b4a116fae64f50c41ba,86,19000021,22200,20297170466,19081945466,26977995000000
0x53d48e670e33ba5d4bcd1d002b17d47c6883527d71f08f34f32b8467d396eb8d,87,19000021,46109,20081945466,19081945466,46109000000000
0xd388ce03f49975e2672e4d54073ac85cc36ded48c2e795ca14a6f4b2b91cef91,88,19000021,51883,20081945466,19081945466,51883000000000
0x2368b4d99dffd25a04f5ba3cb6134ed646b9854c194fa64a2c33b6b66a4e3666,89,19000021,41309,20081945466,19081945466,41309000000000
