transaction_hash,transaction_index,block_number,gas_used,effective_gas_price,base_fee_per_gas,earn_txn_fee
0xc9ab90a1796613b0fbccb33827de583901d4c0775e89c0f25d604b7c3a71771e,0,19000000,208144,20065519804,20065519804,0
0x83ceb937ad4533442a5e730718ab3c5757386bd2d472f18507db5ecfc7cd54b8,1,19000000,234720,20565519804,20065519804,117360000000000
0x72e16826b6b5c971c7a10b73d841f22a0a7650b11f12c392e3a991f35e3cf5a3,2,19000000,175305,20165519804,20065519804,17530500000000
0xc40dd487cb384cb49d1834586f8d67339d4bcc4fec159077665c4e121343a12e,3,19000000,178980,36708276997,20065519804,2978720682403140
0x876d8d495fa031849653475f9d9a6564938db8dd9b000d2b09bdc2d60604ace4,4,19000000,106406,228869230517,20065519804,22217967642127478
0x370cd37e1e1f0ca408ace5c6dec530b27304b20c000e166794c29c7c3e8858e5,5,19000000,153344,197065519804,20065519804,27141888000000000
0x7927672470eac38ea16c54a1de20c58a7b58588a5d00821ea9110ff0db430c30,6,19000000,95385,124944298998,20065519804,10003862353419690
0x0c4bc1630866611d85dcc727c406db8754f89bf3d51b203df7a362a22e01032e,7,19000000,119099,89065519804,20065519804,8217831000000000
0x84d2b134d81a4d7e7684f187edb8d27cd6da371b2e3d001b5cf6354bc8d7954f,8,19000000,126808,30465519804,20065519804,1318803200000000
0xfd558211fe273cdd7b482c6fea35e03a570029a600308230958408b91fe4a53b,9,19000000,160028,25065519804,20065519804,800140000000000
0xecdc668e16ada76f439b09c9b8c2faa7b76f80244933193c7691ac797e26eae7,10,19000000,149853,23065519804,20065519804,449559000000000
0xb6140bba9667029e6bad0865853f223b6fb34f80c66deda7b9368b21ab61147e,11,19000000,158813,23065519804,20065519804,476439000000000
0xeda4eb30a769f7d2532dda4f4896dd3a21788cc409350fb6a5d0bef82f1ba115,12,19000000,139632,23065519804,20065519804,418896000000000
0x5b87f243fa1753c4324cdd5017dfc9013cd6fb323fb2ab6d5b6e576a00c913e3,13,19000000,166572,23065519804,20065519804,499716000000000
0x2daa533b1e4e6fddd9118503a28cde58eadeb965201e5739ca61aafeb83424ed,14,19000000,353740,22565519804,20065519804,884350000000000
0x8299682c722a6eae441e3d1ad399929d3c5373299df7b9ff6dbcc8e7b463ddf3,15,19000000,100357,22072654574,20065519804,201430024112890
0x5e8969e7aca00054bcc9c46ac6c692282ddd60839bfddb134b66a23adea62f76,16,19000000,42977,38695519804,20065519804,800661510000000
0xfa9dec803b1e46ad86af6dc9294d0b4a5ec6114f68c69764e05f1cf2acd20c7e,17,19000000,134449,23007824997,20065519804,395589990893657
0xf92f05a16d3207bb0f4c1768cb833d82c234837be74742140de07b77e9af573c,18,19000000,108422,21435241671,20065519804,148507984263874
0xa1cc1c77668d9d122c2649006822159a93a31e15602360e07d07e371a52f2da4,19,19000000,51450,30915124590,20065519804,558212166239700
0xa1922c4cb04439bc12c21fcee0440034f93a6933048fbc5c19dd22e2ed2c5aae,20,19000000,46626,25065519804,20065519804,233130000000000
0x0000000079fe9634aebee33c12bdc138e9f234e67cda5967b543feca7ced26f7,21,19000000,22824,25065519804,20065519804,114120000000000
0x8096b1c9386afa7b54859f8849cca71e0cb8744913db6686cc1e892364958663,22,19000000,21000,24656698861,20065519804,96414760197000
0xb233d68070fb1ba3417ab67c18a08a9ae2e64199b17d01118f6299f1f5b7b8e8,23,19000000,21000,24524177465,20065519804,93631810881000
0xe38ba3be0c0a1da5edb0d2f5171d8092281a0108c9990c6a019c97bc84278a81,24,19000000,50412,24150000000,20065519804,205906815640752
0x042bfdea23c9bedcea47b2911ffd6aff1f4ad1d24ec6a82893b4d68926457c33,25,19000000,21000,23932290005,20065519804,81202174221000
0x0ea4a96a24aca17cf18c2ebc9ba7d5f5a2738dc8eae83bac9b07ccea74010249,26,19000000,40348,23065519805,20065519804,121044000040348
0x0b694594198836e8ac652ada423dba2592c87df385ab45660fc26c6e7fc09df1,27,19000000,21000,23065519804,20065519804,63000000000000
0xed282622d9426307a122c9221f395e3bee6af2241b7bfe400583e5f02e2925a6,28,19000000,21000,23065519804,20065519804,63000000000000
0x287e63dee39e1c70d4145857e8b46b1e71548434cc29e7b95e4652d6d489dbba,29,19000000,51438,23000000000,20065519804,150943792321848
0x0e80a120e67295a2712d833cd4653b3bad7e041714dd5e91504e28f3b672b289,30,19000000,51426,23000000000,20065519804,150908578559496
0x9d97a1a958d3e03319072829340c9cb3cccb68caba463d04af9dedb480c29598,31,19000000,51438,23000000000,20065519804,150943792321848
0x03935d6c98fb3ab8a5b7b2967ae87082fc55b65f8d35bd0a9206d58d1fd3c724,32,19000000,51450,23000000000,20065519804,150979006084200
0xda0f5095de8670c0a4dbf76b0dc4073099a72f1b5200a71866e1dbe7214f5312,33,19000000,51450,23000000000,20065519804,150979006084200
0xfc7ecf3347bc1c2e5032e542f27baaefbcdbfdd86d57197d9c296ffb33ad4512,34,19000000,51450,23000000000,20065519804,150979006084200
0x38be61534f4c630bd4e9c854671d99b4bab7f560affb37ea694185bc83ef2a26,35,19000000,34338,23000000000,20065519804,100764180970248
0xe1385307cfa1cd1b3e5a9d79284f54d23d84dd80dd1b1e267b325c2d8ec26fff,36,19000000,51438,23000000000,20065519804,150943792321848
0xd94baeca99bbe0e2e8763701733267c3762253c0686f0ec44931633fb5a7c4ca,37,19000000,51438,23000000000,20065519804,150943792321848
0x6904fe42095be3a04f26946d2add0459f10945eb61a5ad3d2a20c432ac4964aa,38,19000000,51450,23000000000,20065519804,150979006084200
0x53daee5765726cbcc97b7623a660ef9a132a996b74ba3f30b9421e9709939b07,39,19000000,51438,23000000000,20065519804,150943792321848
0x2393be23ac47d160e55042221e19ca08de0958d7bd5092b66a8bca691efb6f36,40,19000000,51450,23000000000,20065519804,150979006084200
0xa5f19567102be5cae21065e72bc87083f97cfd2e84e6da117debba133eae83a2,41,19000000,51438,23000000000,20065519804,150943792321848
0x13b359da574fb65074186abee12ab0378116f3b209b525ea9ccde34eb2251202,42,19000000,51438,23000000000,20065519804,150943792321848
0xffed12d908f88c113eda6b27f9880f1fd9bdb9f6e9b85c9b7931d78d1a86f8de,43,19000000,51438,23000000000,20065519804,150943792321848
0xa9c33d331bc203443119226fa8a970fb87a2982220c03a763a60a8ce9ba3f3b6,44,19000000,51438,23000000000,20065519804,150943792321848
0x653297df00ca5a23df333ea49e3d7719d2cdaa26aef086f1aa9ee5bbba3f0080,45,19000000,21000,22065519804,20065519804,42000000000000
0x4fa811dce7012a9668be92b67b95a7a9d1ad6ba10d4c9d161ba5317e070c7492,46,19000000,21000,22065519804,20065519804,42000000000000
0x595fa89f9a51033a5e2d2e26fec531a126ac0218903df790f97e9acc46191295,47,19000000,63209,22065519804,20065519804,126418000000000
0x70547e34432cec364859692146f1866d5d4cc183f42da9af46f2c1c8cec9f959,48,19000000,117319,22065519804,20065519804,234638000000000
0x4b2a83dfc74dc270d55b9bd450571c44a93b42c34c9101899de1490c4c414106,49,19000000,63209,22065519804,20065519804,126418000000000
0x12a28deae3470b5a1d4e7c651ebdb965196baf5d5d7edd8a7a06c3bba22330a7,50,19000000,34742,22065519804,20065519804,69484000000000
0x06afefa92b5920085a58f8436c2773563a6dee9dec5540adf46bc3c6dad500d3,51,19000000,21000,22065519804,20065519804,42000000000000
0x827ab32b9c6f9a5e968831ca46d9cefdaf8d30a3e5093bc8aec99778fe75687b,52,19000000,21000,22065519804,20065519804,42000000000000
0xe5ed2d297ead627e43e62494c7e5d24aab046cefa51c5060c96cf1e20014bde5,53,19000000,63209,22065519804,20065519804,126418000000000
0x144efa458e552478a601329607931bd96462caa2dfcdc4c4c66b531aac461e17,54,19000000,46109,22065519804,20065519804,92218000000000
0x63b9d9439c4cef5d13c21415c192389aaeee27acdf7004accb8ad38daa6cb603,55,19000000,21000,22065519804,20065519804,42000000000000
0x88e788056aaef00114171975c9dfd1f893e365053e559350c162eba296956354,56,19000000,83885,22065519804,20065519804,167770000000000
0x81a353f8643ab2dd03a848d128b3d65fa9fb57c8c20170aaaa9fbe92c86dfea2,57,19000000,63209,22065519804,20065519804,126418000000000
0x3615969cf1b9baa6882a79c7a1266ef8bcc0a0d79fce833d676ef2b082def522,58,19000000,21000,22000000000,20065519804,40624084116000
0xb4e7645367d8a836ce68b99cde9fb9c838e92f4c61a9fc1c93dbe64836eb915e,59,19000000,31441,21945241671,20065519804,59100335220347
0xc07dab0a28b2e3b723238fa34cc42bb426bd85222d716b913d17b5bf8b643308,60,19000000,258640,21565519804,20065519804,387960000000000
0x6f6baea312392853ef35a32f30af20339f5424fed1a255037e0bfc54f0a4b781,61,19000000,21000,21565519804,20065519804,31500000000000
