transaction_hash,transaction_index,block_number,gas_used,effective_gas_price,base_fee_per_gas,earn_txn_fee
0xdba92ea24dab3793c1345f547c73bed4911fbd27917f95fcaef10e2c135d33f7,0,19000022,100402,18320378185,18320378185,0
0xe074068a9f8205910e96a68d2a7e01f8233c2e7fa175a8577963b4785245f81d,1,19000022,106814,18520378185,18320378185,21362800000000
0x293e3feb12bf9205807d158f2dd2c891231cb40da79af83cd2d4fb8cb8fd634b,2,19000022,339622,82254516687,18320378185,21713439986326244
0xc5868854e42d15cef2ac4a941505b6682aaf9c57d7a6905a2ec9ff4faf91644a,3,19000022,123473,84635606001,18320378185,8188140124124968
0x654960b0d7291d0b3a56c7ad41ac71a6cfca76cb43ba8241a23b1eacb3e36919,4,19000022,104942,77119390424,18320378185,6170485942385138
0x515cea854c5e6fa864b5737aecbef3f209193a7bfe2016307e288e70c0fbe2b9,5,19000022,128738,45921222892,18320378185,3553277545889766
0x2247aa3caaf32c57614c132804ccd9c9dcfc7617c2b951caeeb2f7b589936a35,6,19000022,118157,39592097351,18320378185,2513402521497062
0xc3089a44eb9486489fd51c98568eb502999830dafb47702d6a27cab1870e4dd1,7,19000022,271539,27112020378,18320378185,2387273729445027
0xcbcff04288a1923d7b695d0c74789ebd942242be6885dd45356a1566ded30f72,8,19000022,168855,28320378185,18320378185,1688550000000000
0xe851d3bd728426f9799c903a7e8416ba1e741982f2357f99b450d095f4b2c6c5,9,19000022,100824,33533970897,18320378185,1533895271594688
0xcad180c5e903469b9851a13d7b2e69fd081c1fc7e75ae5a6e106b84d3c536d21,10,19000022,189564,24294446881,18320378185,1132468358288544
0xb1c55b0f3dcb760f66893d76a1bb3dc62c67ed434189dc0fb97d8986faa556cd,11,19000022,167336,23320378185,18320378185,836680000000000
0x8ce556cbd26594cd534a8b0fa5d73a07ea4ae0963e753107407752b267475605,12,19000022,191040,20320378185,18320378185,382080000000000
0xd7793a93ccbf7ad8a07845f58b9fc92396c6ccabc30cb8d4e2cf3b51da1d8299,13,19000022,152512,20609547732,18320378185,349125825952064
