transaction_hash,transaction_index,block_number,gas_used,effective_gas_price,base_fee_per_gas,earn_txn_fee
0xbd3aacdb27346cf7907e6bcfd932a79d00ac5b30c445c313a6f66d770bff68e3,0,19000094,194639,19912293669,19912293669,0
0xd34251526d57ced0af626435d46eb9e84f6d6fd0dcddd2119dad0b40c4472907,1,19000094,162711,24000000000,19912293669,665114784823341
0x6acf85599f397de2dcdc2dbe4d6893ea529ee1bb7e631509403085b8b9a66ef6,2,19000094,93169,20012293669,19912293669,9316900000000
0x15a0bbee9df4b6054f7517499acb7237d534659543911891f2efa98b06423b8a,3,19000094,153570,170193023443,19912293669,23078611671393180
0xbeb51e8067076fd5006e5e83b2213e86840e9bfc2d2a7d1facb77a669e93fd7a,4,19000094,194527,20912293669,19912293669,194527000000000
0xd5b8410cf695607a30a26ebbbba89ceed21b6921e1b4fcf87eb342db6cb68202,5,19000094,168605,56912293669,19912293669,6238385000000000
0x76f81de30fcf63c994db5dde729ca044bb01318720772003b3bf7dacf05c699a,6,19000094,47233,56912293669,19912293669,1747621000000000
0x4bc6c51e3de52568a6cb9865d8bd8784e240681a13a8e6e1c795dfce96d0d4d1,7,19000094,168849,34912293669,19912293669,2532735000000000
0xf723799ae2d8892fb2296bf04e9631eb60dae1bc1d052b29636e06281364961a,8,19000094,103013,39648391189,19912293669,2033074613827760
0x5e643c1c08e690dee7df631d1fe7c712e2fce76e972a32116d1a2132154a8eb7,9,19000094,154294,30012293669,19912293669,1558369400000000
0x3a3588f4db84ffa76bcbe73bd2e8d9d1c65c010dcb06dc46738e7260fbcde051,10,19000094,152167,26912293669,19912293669,1065169000000000
0x5b13da8e7aaa8c7460ce127f37d70cd819fb39c5c328144d5537b32727bdb856,11,19000094,214123,24343593520,19912293669,948843217995673
0x17b4ddfeb0c7b0705287e79128a2f5b184bfeb2bced269bad1c45513fdba8280,12,19000094,245744,23100923521,19912293669,783586654349888
0x4b043846ff342619ebbec7d036728d1f5bea738d8342c2345c14b8c37e752b91,13,19000094,198385,23635341860,19912293669,738596915371535
0xce534ed7bd42c78bcb450a643923b1b1ce3f5ee84750410da726f509d569f82c,14,19000094,154211,22912293669,19912293669,462633000000000
0xcad1d18b980140da3cf432e11d36182ae6e558b6242a5e482378827aecda80bc,15,19000094,142561,23026096406,19912293669,443906831989457
0x49b56e464d4b6ac7f67e3614daa7f20c4d01b520e7ed844fe3d47053743dacfd,16,19000094,21000,40000000000,19912293669,421841832951000
0x0fdc69d9c56f6e0a02c839bd500c6b237115d2dbbb7442da8ca94ffa1d2e879d,17,19000094,75173,24343593520,19912293669,333114103699223
0xb02faa7455f287aa10bcf36b392c5c417beda14d4eb5a5c06cdd3b005a773707,18,19000094,63209,24696118217,19912293669,302380765854532
0x9883707ec901fd85e0993165dc5bf8492413b160996da620775ca49f6fe5caae,19,19000094,46109,26000000000,19912293669,280698051216079
0x81d77cba107da97580cfd78e1b79a7b84d03ba53b4ea0dc99506cc87d2fb5ac7,20,19000094,62225,24177909347,19912293669,265427935563550
0x1f89cdf3d6eae49a7b1e19006bbe62a7ea54a13fb34676a152461e41234c3c7f,21,19000094,168813,21412293669,19912293669,253219500000000
0x339f54e62ab76a2ced8d649d02b7b0d87f9914508293bbb52dc9bc864aafcf91,22,19000094,63209,23915293669,19912293669,253025627000000
0xd46d0b8c8a06a00b774b44aa7e62188cac85886d371a0a72304e91f9fc84565e,23,19000094,47255,24912293669,19912293669,236275000000000
0xebfcc15511e58ddd4dfc739e6b45ffee329b1ed836d48237dd8655aae84b0fba,24,19000094,31908,26000000000,19912293669,194246533609548
0x7894ce34ea2270e7390bbf14a0df62f9e5e3839127826c710bc1670f840be4a6,25,19000094,125692,21412293669,19912293669,188538000000000
0xa1a90133811728a220cf3f31a3c5340fb6a2e2ea09dcffaa55fc435a72ab71e2,26,19000094,46109,23915293669,19912293669,184574327000000
0xc7b8839df009702cb9d5960245d00b4702aead27f8bb3cc0916c8d204452600c,27,19000094,46109,23915293669,19912293669,184574327000000
0x91ec4d597e2dff57700a9895d2c857560f4871793bead3b1af55fd8920c67998,28,19000094,181070,20912293669,19912293669,181070000000000
0x26ab11c0b57e618c2c9d7bbb89edef728237c8aacba7c00ffb7e7b0c59ec5e0e,29,19000094,29432,25000000000,19912293669,149741372733992
0xfc89463b85869be7569e5b8eb29a6607ed5a81b7083990977afccf5421520316,30,19000094,97531,21412293669,19912293669,146296500000000
0x91cc7916a118f75994686448f936ddb35cc64992ea51c919a63ad52df96c162f,31,19000094,47188,22912293669,19912293669,141564000000000
0x0a0cc7a540cd28c0adfaf41d32155de3d33016a5d5b660d48eade72ff1d19cce,32,19000094,47188,22912293669,19912293669,141564000000000
0x107116eac458f87ad9a64eec29b1568d70510e0bcccaf637143ab75308e31c52,33,19000094,68893,21912293669,19912293669,137786000000000
0xc19e10faab70331920453f48b4069f92e5878a8bd043e3578ea243300f15e081,34,19000094,63209,21912293669,19912293669,126418000000000
0x29d6b45627909efd470ae26a6f9cb81915ca0ccca298f8f16bcdba92873e6c58,35,19000094,48897,22412293669,19912293669,122242500000000
0xcc5bbb6e8328a5d745817cb1ae99f41af49555d9e4a01c768118fe9381a74939,36,19000094,51989,22198254236,19912293669,118844803917763
0x98a792aaa13bdac086a604d1b912ce26a38a9a623d20c2c4cff007f7e10193dc,37,19000094,44601,22412293669,19912293669,111502500000000
0x81891a2de9dd680ab835a24f097e2b556bb243dd0e35cb82991cf65ae1a0873a,38,19000094,108415,20912293669,19912293669,108415000000000
0x32ff76f5df6778e255ea09d402551b68b9c884ecc4209180a2321c4b4110198c,39,19000094,30088,23212293669,19912293669,99290400000000
0xb2809e9734805a80cf8515c8a1caec974d39f2c3f57d23980d1c2c32c4a820be,40,19000094,255014,20212293669,19912293669,76504200000000
0x75f100229c930be09f4506e72f579802e5c2870f92b4202ee8a673cbd56e56aa,41,19000094,49953,21412293669,19912293669,74929500000000
0x28a1ba258ab0e0fb6c048fa873aa7ed818843c8504af3dcf7c60da86b8a80919,42,19000094,34783,21912293669,19912293669,69566000000000
