block_number,transaction_index,from_address,to_address,value,gas,gas_price
19000014,0,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x0000001d0000f38cc10d0028474a9c180058b091,100895598,171754,17270784610
19000014,1,0x99abd7121504b1049741573b5f9c72f781781288,0xd1ca1f4dbb645710f5d5a9917aa984a47524f49a,0,465907,18770784610
19000014,2,0x8ef57238cd4178eed96cd30a13cbc7448925328e,0x0000001d0000f38cc10d0028474a9c180058b091,104243410,150924,116437413183
19000014,3,0x315d2ee4fccda0def532ef4108ff57204f8d9eba,0x7058eb8d4dd86271b0802a225aafa36b47512603,0,350000,78590784610
19000014,4,0x8e21ade31d613a84dc0d15124b3741c9f1987f88,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0,280841,47270784610
19000014,5,0xc5d4ec9300be6da89a3db305c415c7cd3cbb7e8e,0x99b1817acb40e76c309e26b2face9da9eff55317,0,300000,37632529872
19000014,6,0x4c2ef512940d890dfa8c84f1a96c7f7ac2372ace,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,345506,33000000000
19000014,7,0x0b80c366d3d92fcd4de0d4a3d596ced82edcf65d,0x1111111254eeb25477b68fb85ed929f73a960582,0,228852,26853805708
19000014,8,0x404911b420e5fe653b9f4f25c01019290b719942,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0,579172,20270784610
19000014,9,0x4fc4a61a3b99a1ad4a61b03f3752ca12b4a17646,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0,568060,19378854176
19000014,10,0x9c1d464e9fd59ee7dbd2f3f3cbc1083d838963ee,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,50000000000000000,291960,20270784610
19000014,11,0x001c03649fb6863209747824d76932224e025559,0xaff19f821cf93fe10af0f84ff1cd208ccb6b5f23,0,307236,19270784610
19000014,12,0x262d1b9e132c056aa7565be6ad95e3ad94ddab9c,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,400000000000000000,207373,19669573536
19000014,13,0xeb09aa856a9f24310b7753e4e7173c62767abf3e,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,150000000000000000,182305,19669573536
19000014,14,0x2fd757e56909beb678df62dc866c43fe1c20c865,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,22000000000000000,167955,19687982533
19000014,15,0x4d6f90d12656b411a70102ff82f17e895f7092ec,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0,136921,17983689048
19000014,16,0x7d36dfc0449861d1d19bde7146bacc04bc32beea,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,319032,17570784610
19000014,17,0x21a31ee1afc51d94c2efccaa2092ad1028285549,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0,207128,19270784610
19000014,18,0x2133467d1275ae770eecc46fb43ad8216f927b86,0x0000000000000000000000000000000000000000,0,30000,17370784610
19000014,19,0xc4d300019f587145cfd9b42875073b3ad4bb0296,0xdac17f958d2ee523a2206206994597c13d831ec7,0,73209,90000000000
19000014,20,0xf11dee4ded5d7e01635e613c99250990e2e4317e,0x72abb742cc57219c30ccf8ca72de09a1c7bff500,34912501111038000,21000,75000000000
19000014,21,0x267be1c1d684f78cb4f6a176c4911b741e4ffdc0,0xe95a22f80971f9e95a9e5579d7152f5395139340,26173510000000000,21000,19270784610
19000014,22,0xc35fb86f962ea955751a793a007b5cdd44f798d7,0xdac17f958d2ee523a2206206994597c13d831ec7,0,65116,40000000000
19000014,23,0xb739d0895772dbb71a89a3754a160269068f0d45,0x1b6ee79ffbe1a277aeb21917e8e88e9b9350ed6b,16201480000000000,21000,18270784610
19000014,24,0x007bcabb6f03381fbe83ea7b948d96bb6a8151c4,0xdac17f958d2ee523a2206206994597c13d831ec7,0,63209,24977899845
19000014,25,0x7c195d981abfdc3ddecd2ca0fed0958430488e34,0xc7535a4f48a090cab4d8b3a462900c0cd6687b0c,36499600000000000,21000,18270784610
19000014,26,0x7c195d981abfdc3ddecd2ca0fed0958430488e34,0x1ce30714ab2db0548f1ff400ed4cb1d4b8fee1dd,5456390000000000,21000,18270784610
19000014,27,0x745748bcfd8f9c2de519a71d789be8a63dd7d66c,0x5a02d537fe0044e3ef506ccfa08f370425d1408c,0,62805,17280784610
19000014,28,0xca74f404e0c7bfa35b13b511097df966d5a65597,0x1111111254eeb25477b68fb85ed929f73a960582,0,346459,19895784610
19000014,29,0x85c8fc947621ac5b98f6688db2d5d43e463a3926,0x5a98fcbea516cf06857215779fd812ca3bef1b32,0,130721,18270784610
19000014,30,0x016606acc6b0cfe537acc221e3bf1bb44b4049ee,0xf411903cbc70a74d22900a5de66a2dda66507255,0,55776,17285784610
19000014,31,0xe8d0b22f971f887017a9a05dff05f21bf4881d6a,0x0000000000000000000000000000000000000000,0,32000,18270784610
19000014,32,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x68a47fe1cf42eba4a030a10cd4d6a1031ca3ca0a,0,78285,27000000000
19000014,33,0x98db3a41bf8bf4ded2c92a84ec0705689ddeef8b,0xb2dc216dd57d9a582fb8ce06b4ac4c9d08027dbb,60809868710095202,90000,19770784610
19000014,34,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x723b3098186227fe3897cb7c1525fe91367f7809,95960000000000000,50000,27000000000
19000014,35,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0xdac17f958d2ee523a2206206994597c13d831ec7,0,96082,27000000000
19000014,36,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x68a47fe1cf42eba4a030a10cd4d6a1031ca3ca0a,0,78285,27000000000
19000014,37,0x75e89d5979e4f6fba9f97c104c2f0afb3f1dcb88,0x47c81cc164230f4c90c727c5ef82cacd6ac91388,216050000000000000,50000,27000000000
