block_number,transaction_index,from_address,to_address,value,gas,gas_price
19000008,0,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,47714228,274985,17883016616
19000008,1,0x8867d4a10a1a5b9cab771deb5dcbb5fb14db2802,0x1111111254eeb25477b68fb85ed929f73a960582,3300000000000000000,154410,17933016616
19000008,2,0x2d971352c0054f447b4d87523eceea31340f8a97,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,990000000000000000,221970,17983016616
19000008,3,0xae2fc483527b8ef99eb5d9b44875f005ba1fae13,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,55705083,376772,149920301856
19000008,4,0x5007f42333b4e9d08722c2e67ee9fb08fac48aea,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,10000000000000000,304529,47883016616
19000008,5,0xc38a42781f134edc4fbf58ba040f239d754f9cda,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,50000000000000000,292070,37883016616
19000008,6,0x51ec7030977050bcb9b59c9038599b8e9ddbba66,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0,280948,33883016616
19000008,7,0x68268f725edc4880dd3949f87a2b8bd4a21c5dc3,0x674e9c8828456b33ae2db32dc88f1d5965e4abb3,0,50000,57934543416
19000008,8,0xe93685f3bba03016f02bd1828badd6195988d950,0x902f09715b6303d4173037652fa7377e5b98089e,0,1308608,22258924635
19000008,9,0x7ce892478e460879fae2843b8e148780c3e3e1ed,0x1111111254eeb25477b68fb85ed929f73a960582,1171400000000000000,202240,24883016616
19000008,10,0x44a07575705f27b979b86ffea12fe8197f8186b8,0x1111111254eeb25477b68fb85ed929f73a960582,80000000000000000,166794,25933016616
19000008,11,0x0e252bf8806ecf1a3482476fd82830ef63eb73b8,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,200000000000000000,255701,21883016616
19000008,12,0xb28837949e7a3f1ac862036e8a0ae392c9ff9bb4,0x4f4495243837681061c4743b74b3eedf548d56a5,0,1073890,19071910510
19000008,13,0x64e24f441425d46c0916dfef50a0760f0ef4e6a5,0x72c60bfffef18dca51db32b52b819a951b6ddbed,0,103255,26000000000
19000008,14,0xc3ca40649e1adb99c8386d7dd4f095cf08faac31,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0,323930,20883016616
19000008,15,0x8fe1bd32f6eb2b7f36c5d9ab81cac54545771979,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,0,317484,20883016616
19000008,16,0xd2353dc57a3c36f67727d9811583396168f6ae56,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,60000000000000000,328979,20404014249
19000008,17,0x77376a48d03669286cfbd35e6314e9d3043382b6,,0,342978,18883016616
19000008,18,0x5cc5a7e2d82bed062234ec376ee12e592b044b58,0xdac17f958d2ee523a2206206994597c13d831ec7,0,80000,22802280000
19000008,19,0xe77a4eeb8f7d6893681b637d40a8533340a313bb,0x767c8bb1574bee5d4fe35e27e0003c89d43c5121,0,170090,19633398693
19000008,20,0x4066e9bd5618373d2da7a1cb7bba03ef800875ee,0x6719c6ebf80d6499ca9ce170cda72beb3f1d1a54,0,197232,19383016617
19000008,21,0xac5bd1d5a94136856b8f01a73d3ce891f1e94084,0xf411903cbc70a74d22900a5de66a2dda66507255,0,55224,21850000000
19000008,22,0xcf291ccbc3cda8182b080348ff3afb94ff6164ac,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0,81078,20343912753
19000008,23,0xc16157e00b1bff1522c6f01246b4fb621da048d0,0x1ef1b6bb65cc49c3819ec9f2053000984cd7beb7,1986730000000000,184081,18831799582
19000008,24,0x6c69fa64ec451b1bc5b5fbaa56cf648a281634be,0x514910771af9ca656af840dff83e8264ecf986ca,0,120000,22000000000
19000008,25,0x55dcad916750c19c4ec69d65ff0317767b36ce90,0xad3b67bca8935cb510c8d18bd45f0b94f54a968f,0,352430,18529782183
19000008,26,0x2e05a304d3040f1399c8c20d2a9f659ae7521058,0x5be1de8021cc883456fd11dc5cd3806dbc48d304,0,130000,18987491679
19000008,27,0xd4cfbc59dbbaeb79016a038fc980e124a027b5b9,0x0000000000000000000000000000000000000000,0,30361,22883016616
19000008,28,0x46340b20830761efd32832a74d7169b29feb9758,0xdac17f958d2ee523a2206206994597c13d831ec7,0,350000,20318640595
