block_number,transaction_index,from_address,to_address,value,gas,gas_price
19000038,0,0x77ad3a15b78101883af36ad4a875e17c86ac65d1,0x00000000a991c429ee2ec6df19d40fe0c80088b8,435176528,159759,18311458151
19000038,1,0xebfd69500b8aedfa9d2af08a402c2b3b378692ee,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,200000000000000000,189182,18411458151
19000038,2,0x77ad3a15b78101883af36ad4a875e17c86ac65d1,0x00000000a991c429ee2ec6df19d40fe0c80088b8,442203693,119461,359126124694
19000038,3,0x98e073b579fd483eac8f10d5bd0b32c8c3bbd7e0,0x1111111254eeb25477b68fb85ed929f73a960582,0,173625,18611458151
19000038,4,0xd9c4434a5294bd82979c73f52d239bb2930f7429,0x6719c6ebf80d6499ca9ce170cda72beb3f1d1a54,0,500000,167843781979
19000038,5,0x3e3a88948da135c0ab0ec87a38375fece174eeec,0x3328f7f4a1d1c57c35df56bbf0c9dcafca309c49,0,301212,43311458151
19000038,6,0xb98c6340a49cc87256435d7fbd795d95c8f25d11,0xe592427a0aece92de3edee1f18e0157c05861564,0,200000,33438937288
19000038,7,0xb1fe3a5bb7ffde728703ffaf5d6fc40969ff9332,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0,285298,29311458151
19000038,8,0xe4ad53b0e657283a34d37f6f8a1a4540f97ee6c3,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,345674,28411458151
19000038,9,0x390deeb940edf72a397b10fedaa0da07c6c1522b,0xed12310d5a37326e6506209c4838146950166760,200000000000000000,299065,28311458151
19000038,10,0x192a25d7aa74a1bf15192ae6e3170276eced6f31,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0,194475,25311458151
19000038,11,0xc5c12001917d034ebe7f16e7b1c8688ae0904258,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,100000000000000000,292758,21311458151
19000038,12,0xbd1c0da639d90c4dc60dd3c117f2d33b6b902c89,0x80a64c6d7f12c47b7c66c5b4e20e72bc1fcd5d9e,500000000000000000,255701,21311458151
19000038,13,0x4a39b6be291fcf90858aac0f16b654f202fcccde,0xdef1c0ded9bec7f1a1670819833240f027b25eff,38944525470690000,152308,18411458151
